Song,Genre,Cluster,PCA1,PCA2,Distance
blues.00000,blues,-1,-1.055376989542133,-0.7053186668406699,
blues.00001,blues,-1,-1.162630727928769,0.9465927784402353,
blues.00002,blues,-1,-1.1055318620873793,-0.5859855651589841,
blues.00003,blues,-1,-2.058187365966228,0.44475107852900414,
blues.00004,blues,-1,-0.5741361098295036,0.24872956064804472,
blues.00005,blues,-1,0.19915871762135745,1.8758732465855967,
blues.00006,blues,-1,-1.126703231282809,1.7162585567472102,
blues.00007,blues,-1,-1.1044545329175148,1.2395872782636406,
blues.00008,blues,-1,-1.1271265690823211,-0.7383017448411427,
blues.00009,blues,-1,-0.9985184689204998,0.746127405760974,
blues.00010,blues,-1,-1.694092674603068,0.7708293709704926,
blues.00011,blues,-1,-1.2730886787514881,1.4279555502132601,
blues.00012,blues,-1,-1.2035314954965057,0.7556201467323027,
blues.00013,blues,-1,-1.6369316319757945,0.23421142179313909,
blues.00014,blues,-1,-1.9639248957011861,1.4689329768555506,
blues.00015,blues,-1,-1.4110654471106192,0.8987116913764349,
blues.00016,blues,-1,-1.507075649466117,0.670829831226082,
blues.00017,blues,-1,-1.8873826670677694,0.9490772204747063,
blues.00018,blues,-1,-1.4492971231788376,0.6038137501220081,
blues.00019,blues,-1,-1.538244892425383,1.0129121738506788,
blues.00020,blues,-1,-1.808536426865348,-0.07537088798322891,
blues.00021,blues,-1,-1.6064671421829124,1.3089756366494523,
blues.00022,blues,-1,-1.3667653705220646,1.4297051636146956,
blues.00023,blues,-1,-1.856138669931912,0.5286861790641314,
blues.00024,blues,-1,-1.9542637431142367,1.0726939791646726,
blues.00025,blues,-1,-1.9247349522196184,0.8904774799460454,
blues.00026,blues,-1,-1.927349793331019,1.4645077378470954,
blues.00027,blues,-1,-1.2360135739378686,0.6356781484541382,
blues.00028,blues,-1,-2.080166208523898,0.6689565830197324,
blues.00029,blues,-1,-0.7277087536455165,1.3890251184677713,
blues.00030,blues,-1,-1.400835962653958,0.8416614810800574,
blues.00031,blues,-1,-1.5662707936485663,0.7878894563360335,
blues.00032,blues,-1,-1.0684485893248221,1.8810377019439963,
blues.00033,blues,-1,-1.2023838739834578,1.2523857731918935,
blues.00034,blues,-1,-1.5044102000153445,0.6915956442108938,
blues.00035,blues,-1,-1.4190463645626517,0.3222656338583768,
blues.00036,blues,-1,-1.9338634630898017,0.5471192986228254,
blues.00037,blues,-1,-1.7358373847787631,1.6899872813647359,
blues.00038,blues,-1,-1.0460564472198794,0.874583924175901,
blues.00039,blues,-1,-1.7935704188927473,1.5438434424746201,
blues.00040,blues,0,-0.313110302208725,-1.1477628822593526,0.5734470591950326
blues.00041,blues,0,-0.06157203534977649,-0.8419970819682802,0.6853074225876084
blues.00042,blues,-1,-0.36172940739671294,-0.5607067843213782,
blues.00043,blues,0,-0.5193108542466118,-0.9976201957124322,0.6123787561886029
blues.00044,blues,-1,-0.5038725352271144,-1.1650970522693305,
blues.00045,blues,-1,-1.458337190000895,-1.1042218115440094,
blues.00046,blues,-1,-0.9030135502857465,-0.30158152797669724,
blues.00047,blues,-1,-0.9008826347010019,-1.0097591374415997,
blues.00048,blues,0,-0.4369962597714109,-1.0482885186213022,0.3893430417661739
blues.00049,blues,-1,-1.4947152398001002,0.39601599353712447,
blues.00050,blues,0,-0.7020935560286038,-0.8892374970766065,0.5395971448338643
blues.00051,blues,-1,-0.5027601582093308,-1.363613937351884,
blues.00052,blues,-1,-0.8708869454877571,1.2205390020597253,
blues.00053,blues,-1,0.03779274419483253,-0.7121504531160094,
blues.00054,blues,0,-0.24217153018879212,-0.9372515325379898,0.644521450487654
blues.00055,blues,-1,-0.2052866825764202,-0.5377325388180718,
blues.00056,blues,-1,-0.7208091575684745,0.3293253108689476,
blues.00057,blues,-1,-0.5432129110261776,-0.29300163179480376,
blues.00058,blues,-1,-0.2787353899238942,-0.3515658558017738,
blues.00059,blues,-1,0.3726240418088536,-0.591165396312156,
blues.00060,blues,0,-0.5271136520645205,-1.1256435800904645,0.6201761278004984
blues.00061,blues,-1,0.5096940206454995,-1.6621503460580433,
blues.00062,blues,-1,0.29316254520761303,-0.1126684235012094,
blues.00063,blues,-1,0.7143627650914339,-0.8089277896473921,
blues.00064,blues,-1,0.11641767245045458,-1.9575929847687041,
blues.00065,blues,-1,0.7160935324851234,-1.0546541439695047,
blues.00066,blues,-1,0.376255411493446,-0.5744657383915269,
blues.00067,blues,-1,-0.11010609699148995,-0.9905181959881668,
blues.00068,blues,-1,0.09043128319707344,-1.3249605559211854,
blues.00069,blues,-1,0.09999282209580403,-0.8897936293660964,
blues.00070,blues,-1,-0.2635880587207561,-0.39867491352623163,
blues.00071,blues,-1,0.0033219966778945936,-1.867767065475179,
blues.00072,blues,-1,0.46430428114352995,-1.3794122507157696,
blues.00073,blues,-1,-0.590379579777483,-1.2530400620469118,
blues.00074,blues,-1,0.02092439478840912,-0.6010402549101682,
blues.00075,blues,-1,0.14317035387821625,0.15049833212672642,
blues.00076,blues,-1,0.41964033321903776,-1.070245957492151,
blues.00077,blues,-1,-0.24822284689524501,-1.21753892570894,
blues.00078,blues,-1,-0.3150029574075489,-2.01367188254304,
blues.00079,blues,-1,-0.021386574899855376,-1.8088341976077535,
blues.00080,blues,-1,-0.7219950813843645,-0.64817626080779,
blues.00081,blues,-1,-0.4337414341577049,-1.314417413171238,
blues.00082,blues,-1,-0.5537864743218041,-1.2290819290155635,
blues.00083,blues,-1,-0.1795728583914615,-1.60016350501044,
blues.00084,blues,-1,-0.2713521141236781,-0.9364453150376725,
blues.00085,blues,-1,-1.2157669210901185,1.0943326711166952,
blues.00086,blues,-1,-1.010612120099529,1.6123051715933057,
blues.00087,blues,-1,-1.2481511936217635,0.6957798727303615,
blues.00088,blues,-1,-2.221431952622262,0.009392954797808243,
blues.00089,blues,-1,-2.4877851532537174,1.346936335557895,
blues.00090,blues,-1,-0.6129872184988984,1.2921972474891437,
blues.00091,blues,-1,-1.8087553306918844,0.8879437495749981,
blues.00092,blues,-1,-1.8083345799750798,1.9758741309362289,
blues.00093,blues,-1,-2.868093197009856,0.4360790783267889,
blues.00094,blues,-1,-1.1695234089381208,1.3708128437160245,
blues.00095,blues,-1,-1.0501052376654922,0.4272775569190354,
blues.00096,blues,-1,-1.6186925368814364,1.1045409470752607,
blues.00097,blues,-1,-1.4165074319577293,0.5078352238254836,
blues.00098,blues,-1,0.12294499665549834,-1.090321768544605,
blues.00099,blues,-1,-1.1384897317722087,0.5212427511133723,
classical.00000,classical,-1,-1.5419008141400345,-0.5847125932775282,
classical.00001,classical,-1,-1.7386048980178181,-0.04320406076302934,
classical.00002,classical,-1,-1.5212289278008213,-1.1555046712889667,
classical.00003,classical,-1,-1.3658070159552418,0.2957494174267945,
classical.00004,classical,-1,-1.210119111000845,-0.5276858833006092,
classical.00005,classical,-1,-1.7126307803781087,-0.08677804660487409,
classical.00006,classical,-1,-1.77516856631528,-0.09193672315303807,
classical.00007,classical,-1,-1.6225127798368937,0.5037129640320225,
classical.00008,classical,-1,-1.6612221676980783,-0.01792447660021428,
classical.00009,classical,-1,-1.9231510642998442,0.1588069860344954,
classical.00010,classical,-1,-1.5903916251059245,0.34845799737858607,
classical.00011,classical,-1,-2.3088773369447386,0.07036278488531483,
classical.00012,classical,-1,-2.0909194023628994,0.9641662919487509,
classical.00013,classical,-1,-1.5906109316319506,1.0789727549513632,
classical.00014,classical,-1,-1.9781780630443113,0.2718195341817595,
classical.00015,classical,-1,-1.8764936956032137,0.8959974910717519,
classical.00016,classical,-1,-2.2970201974542213,0.1885991731751113,
classical.00017,classical,-1,-1.9482060054823886,0.5398814032111698,
classical.00018,classical,-1,-1.9851232921832551,1.1460485797412776,
classical.00019,classical,-1,-1.9109029962943163,0.9684328786672196,
classical.00020,classical,-1,-1.937772560215538,0.253323469979064,
classical.00021,classical,-1,-1.782909802264043,0.4443288511614792,
classical.00022,classical,-1,-2.103064454057382,0.16484077847526699,
classical.00023,classical,-1,-2.4621751469962354,-0.050369544363600804,
classical.00024,classical,-1,-1.9235281444193595,-0.623759105076464,
classical.00025,classical,-1,-1.9178301138392577,-0.9886003617549458,
classical.00026,classical,-1,-2.0189719975717604,0.6818571457934458,
classical.00027,classical,-1,-2.482795927166934,-0.26472006239505075,
classical.00028,classical,-1,-1.651156914162871,0.12211152327358961,
classical.00029,classical,-1,-1.42679718788673,1.0391347442595051,
classical.00030,classical,-1,-1.866079777786471,0.19615822864712207,
classical.00031,classical,-1,-2.6586568336598866,0.513568173946777,
classical.00032,classical,-1,-2.904294169129793,-0.5535908885474405,
classical.00033,classical,-1,-2.323446479613989,1.1664940740362264,
classical.00034,classical,-1,-1.5683648671405985,0.6363612178085628,
classical.00035,classical,-1,-1.6766975388328142,0.9194122493262844,
classical.00036,classical,-1,-1.7470725923262493,0.9841621846084849,
classical.00037,classical,-1,-1.2478701334187823,0.658654285235263,
classical.00038,classical,-1,-1.8386562531371808,0.2943707493905532,
classical.00039,classical,-1,-1.1326156994333691,1.1883248497917902,
classical.00040,classical,-1,-1.9151057680710903,0.45278474278576164,
classical.00041,classical,-1,-1.8008470065593525,0.7951077836645699,
classical.00042,classical,-1,-1.7220977611860748,-0.8922762910374747,
classical.00043,classical,-1,-2.3325376525047914,0.16580814981379777,
classical.00044,classical,-1,-1.9322036591739329,0.6602513285176563,
classical.00045,classical,-1,-2.1183356016488535,-0.4431325809001019,
classical.00046,classical,-1,-0.733213376818343,-1.6666145323375143,
classical.00047,classical,-1,-2.202049874302763,-0.27227724334068737,
classical.00048,classical,-1,-0.6755566011015086,0.6462235546838638,
classical.00049,classical,-1,-0.25614186609500755,-0.7797312386144155,
classical.00050,classical,-1,-2.309319891422714,-0.5074758223752168,
classical.00051,classical,-1,-1.4995605216903818,1.387353077582716,
classical.00052,classical,-1,0.1618976432935363,0.3644825925215335,
classical.00053,classical,-1,-1.3363134529458849,-0.5416174519024615,
classical.00054,classical,-1,-0.7785036182150452,0.22717081202228828,
classical.00055,classical,-1,-2.3374344133011795,0.8778695795835473,
classical.00056,classical,-1,-0.9962797796023196,-0.9439619306373426,
classical.00057,classical,-1,-0.8893410135895286,1.1482527759783725,
classical.00058,classical,-1,-1.9822266315012869,-0.13198355111262258,
classical.00059,classical,-1,-1.3193766598060117,-0.24262166989161849,
classical.00060,classical,-1,-0.8036206358271075,-0.7281903798414338,
classical.00061,classical,-1,-1.599438956608001,0.5092303901972983,
classical.00062,classical,-1,-1.327547257553889,1.3181024482504502,
classical.00063,classical,-1,-3.193520141961698,-0.0515605485068036,
classical.00064,classical,-1,-2.5913679738120505,0.7770407968895925,
classical.00065,classical,-1,-2.945067094439928,0.7815900936507659,
classical.00066,classical,-1,-2.987544431893871,0.6531532982528737,
classical.00067,classical,-1,-2.2572495030536426,1.829641934480575,
classical.00068,classical,-1,-1.5804039989279035,-0.4575339612000253,
classical.00069,classical,-1,-1.9261974993467461,-0.26980778207036127,
classical.00070,classical,-1,-1.9469065748585155,0.44011422625850277,
classical.00071,classical,-1,-1.8868079708835968,0.18155450555985755,
classical.00072,classical,-1,-1.8533129635701435,0.4733519700130376,
classical.00073,classical,-1,-1.9683353007663742,0.5429624364843911,
classical.00074,classical,-1,-1.8301431861612263,-0.027679051367513162,
classical.00075,classical,-1,-2.1788552743773257,0.5428455216551884,
classical.00076,classical,-1,-1.8485453699345973,-0.2468967788531582,
classical.00077,classical,-1,-2.844188285106602,1.1278212353638797,
classical.00078,classical,-1,-2.9534995702658904,0.08259461352841332,
classical.00079,classical,-1,-2.743920163956914,0.7514593097346393,
classical.00080,classical,-1,-2.6660894511840123,0.48392009082858434,
classical.00081,classical,-1,-1.9648265919720957,-0.16791147071863677,
classical.00082,classical,-1,-1.4018056122519034,-0.050984913808269784,
classical.00083,classical,-1,-2.763400172351487,-0.12360626976188216,
classical.00084,classical,-1,-2.5409185931074285,0.04529470500464573,
classical.00085,classical,-1,-1.1154697087340104,-0.17015065828234613,
classical.00086,classical,-1,-1.37744756337778,-0.054787130602282345,
classical.00087,classical,-1,-2.6673054223607737,-0.09817279634177757,
classical.00088,classical,-1,-1.910975519489025,-0.3765748825483694,
classical.00089,classical,-1,-0.10071747185350313,0.05386097251319544,
classical.00090,classical,-1,-0.3683999387959951,-0.19224696726993412,
classical.00091,classical,-1,-0.256357914456331,-0.04008984721828985,
classical.00092,classical,-1,-0.591779710935335,1.0882074076618828,
classical.00093,classical,-1,-1.3497530087848677,-0.11030292512843534,
classical.00094,classical,-1,-1.6207470540878326,0.4463468733299516,
classical.00095,classical,-1,-0.6149857975678694,1.3798880758259775,
classical.00096,classical,-1,-0.463466438392522,-0.2223375654749764,
classical.00097,classical,-1,-1.6040208396230575,-0.029016536288469917,
classical.00098,classical,-1,-0.5480009623492201,-0.2233479100344739,
classical.00099,classical,-1,-1.5496050303644269,-1.2134573179488743,
country.00000,country,-1,0.44831522932773643,-0.7356571349897855,
country.00001,country,-1,0.2756603840539911,-1.6507174342559998,
country.00002,country,-1,0.18148115865092496,0.10714882797094798,
country.00003,country,-1,0.2302451905278285,-0.016582817451445672,
country.00004,country,-1,0.45951487044160116,-1.3539052687196138,
country.00005,country,-1,0.7450983272633813,-0.9918449299377967,
country.00006,country,-1,0.786414172788406,-0.6580569407892612,
country.00007,country,-1,0.5520759220503555,-0.8405507221599242,
country.00008,country,-1,0.0975487667945419,-0.8720808371001855,
country.00009,country,-1,0.9235767475614175,-1.6541086716099231,
country.00010,country,-1,-0.39057285822249194,0.8190386293588169,
country.00011,country,-1,1.4542763805073253,1.7209238995250846,
country.00012,country,-1,-0.7763689069165527,0.10823553326662828,
country.00013,country,-1,0.6758826366099142,-0.22873274234550497,
country.00014,country,-1,1.4225763900544923,0.3904213269473015,
country.00015,country,-1,-0.18158141702388664,-0.5649439981520321,
country.00016,country,-1,-1.428116719839036,-0.05117920949752803,
country.00017,country,-1,-1.106999114002984,-0.3035077113641974,
country.00018,country,-1,-0.2237804733353662,-0.296668906547719,
country.00019,country,-1,-1.7886487573979066,0.6527141515253068,
country.00020,country,-1,0.7470244936989717,1.0753199332127146,
country.00021,country,-1,-2.017555587032192,0.04525226484338448,
country.00022,country,-1,-1.1818635324843219,0.1604284580059182,
country.00023,country,-1,-1.166204448227787,1.484064030177049,
country.00024,country,-1,-0.5327729732053879,0.9931003791035774,
country.00025,country,-1,-0.8786460405512241,0.4366752713584327,
country.00026,country,-1,-1.3949433860557798,0.46150932657202737,
country.00027,country,-1,-0.512480685359161,-0.7050854767460661,
country.00028,country,-1,-1.4317586942697533,-0.38725940057372077,
country.00029,country,-1,-1.6885660841933627,-0.2006271560832031,
country.00030,country,-1,-1.924586902311343,0.8173346976475528,
country.00031,country,-1,0.03593943377642805,-0.04755970471323353,
country.00032,country,-1,-0.5282601242909241,0.6648661640466201,
country.00033,country,-1,0.4707855178077404,0.19077606588912008,
country.00034,country,-1,0.7510114402672452,0.4580331575437808,
country.00035,country,-1,0.3228473729801275,0.015248611391034197,
country.00036,country,-1,-0.29878894905524694,1.2478557707054456,
country.00037,country,-1,0.06355950641391156,0.32468155754998984,
country.00038,country,-1,0.6124790492864972,-0.19941369431680062,
country.00039,country,-1,2.226938250104548,-0.7640403287194709,
country.00040,country,-1,0.037955396125718785,-0.4934527535967183,
country.00041,country,-1,0.6317850662056576,0.27152347715087705,
country.00042,country,-1,-0.09902248770094584,-0.6562636098133671,
country.00043,country,-1,0.5412647674210315,-0.5142842909429359,
country.00044,country,-1,-0.5822310190843697,0.8607951308825271,
country.00045,country,-1,0.9600845850441236,-0.027863501149569564,
country.00046,country,-1,0.03365812147690121,-0.2687347760827223,
country.00047,country,-1,-0.6976422912482463,-0.32796484296307055,
country.00048,country,-1,-0.7205762409942057,0.5182581039562704,
country.00049,country,-1,-0.966311241797775,-0.3542168004788807,
country.00050,country,-1,-0.4097500680019856,-0.1558730451600714,
country.00051,country,-1,-0.9064474236068415,0.33465488538744037,
country.00052,country,-1,-1.772641810432596,0.4588835780814649,
country.00053,country,1,-0.13633434714421439,-1.2306967564480034,0.7633654016511549
country.00054,country,-1,-1.077029288656722,-0.3620426439810363,
country.00055,country,-1,-0.8602398989305756,-1.257583340245202,
country.00056,country,-1,-1.2032689482890353,0.16241860749439366,
country.00057,country,-1,-0.7473604843799895,-0.058422024222778514,
country.00058,country,-1,-0.8037115914994025,-0.4041563916115898,
country.00059,country,-1,-1.069629465636047,1.12908022218022,
country.00060,country,-1,-1.1558004538302218,0.5983895727127627,
country.00061,country,-1,-1.267821289674058,0.15492130158766748,
country.00062,country,1,-0.17394640490452087,-0.9073246599234602,0.5621317073451534
